"","ccode","idacr","leader","syear","eyear","startdate","enddate","entry","exit","exitcode","yrborn","coup_exit","tenure","coup_entry"
"222",94,"COS","Carazo Odio",1978,1982,1978-05-08,1982-05-08,"Regular","Regular","Regular",1926,0,1461,0
"223",94,"COS","Monge Alverez",1982,1986,1982-05-08,1986-05-08,"Regular","Regular","Regular",1925,0,1461,0
"224",94,"COS","Arias",1986,1990,1986-05-08,1990-05-08,"Regular","Regular","Regular",1941,0,1461,0
"225",94,"COS","Calderon Fournier",1990,1994,1990-05-08,1994-05-08,"Regular","Regular","Regular",1949,0,1461,0
"226",94,"COS","Figueres Olsen",1994,1998,1994-05-08,1998-05-08,"Regular","Regular","Regular",1954,0,1461,0
"227",94,"COS","Rodriguez Echeverria",1998,2002,1998-05-08,2002-05-08,"Regular","Regular","Regular",1940,0,1461,0
"228",94,"COS","de la Espriella",2002,2006,2002-05-09,2006-05-08,"Regular","Regular","Regular",1933,0,1460,0
"229",94,"COS","Arias",2006,2010,2006-05-08,2010-05-08,"Regular","Regular","Regular",1941,0,1461,0
"230",94,"COS","Laura Chinchilla Miranda",2010,2014,2010-05-08,2014-05-08,"Regular","Regular","Regular",1959,0,1461,0
"231",94,"COS","Solis Rivera",2014,2015,2014-05-08,2015-12-31,"Regular","Still in Office","Still in Office",1958,0,602,0
"232",95,"PAN","Jimenez",1945,1948,1945-06-15,1948-10-01,"Regular","Irregular","Removed by Other Government Actors, without Foreign Support",1888,1,1204,NA
"233",95,"PAN","Diaz Arosomena",1948,1949,1948-10-01,1949-07-28,"Irregular","Retired Due to Ill Health","Regular",1873,0,300,1
"234",95,"PAN","Chaniz Pinzon",1949,1949,1949-07-28,1949-11-20,"Regular","Irregular","Removed by Military, without Foreign Support",1892,1,115,0
"235",95,"PAN","Chiari, Roberto",1949,1949,1949-11-20,1949-11-25,"Regular","Regular","Regular",1905,0,5,1
"236",95,"PAN","Arias, A.",1949,1951,1949-11-25,1951-05-10,"Irregular","Regular","Regular",1901,0,531,0
"237",95,"PAN","Arosomena, A.",1951,1952,1951-05-10,1952-10-01,"Regular","Regular","Regular",1883,0,510,0
"238",95,"PAN","Remon Cantero",1952,1955,1952-10-01,1955-01-02,"Regular","Irregular","Assassination by Unsupported Individual",1908,0,823,0
"239",95,"PAN","Guizado",1955,1955,1955-01-03,1955-01-15,"Regular","Regular","Regular",1899,0,12,0
"240",95,"PAN","Arias Espinosa",1955,1956,1955-01-15,1956-10-01,"Regular","Regular","Regular",1912,0,625,0
"241",95,"PAN","Guardia Jr., E.",1956,1960,1956-10-01,1960-10-01,"Regular","Regular","Regular",1904,0,1461,0
"242",95,"PAN","Chiari, Roberto",1960,1964,1960-10-01,1964-10-01,"Regular","Regular","Regular",1905,0,1461,0
"243",95,"PAN","Robles",1964,1968,1964-10-01,1968-10-01,"Regular","Regular","Regular",1905,0,1461,0
"244",95,"PAN","Arias, A.",1968,1968,1968-10-01,1968-10-12,"Regular","Irregular","Removed by Military, without Foreign Support",1901,1,11,0
"245",95,"PAN","Torrijos Herrera",1968,1981,1968-10-12,1981-07-31,"Irregular","Natural Death","Regular",1929,0,4675,1
"246",95,"PAN","Florez Aguilar",1981,1982,1981-07-31,1982-03-03,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup",1931,0,215,0
"247",95,"PAN","Dario Paredes",1982,1983,1982-03-03,1983-08-15,"Irregular","Regular","Regular",1931,0,530,0
"248",95,"PAN","Noriega",1983,1990,1983-08-15,1990-01-03,"Irregular","Foreign","Removed through Threat of Foreign Force",1940,0,2333,0
"249",95,"PAN","Endara",1990,1994,1990-01-04,1994-09-01,"Foreign Imposition","Regular","Regular",1936,0,1701,0
"250",95,"PAN","Balladares",1994,1999,1994-09-01,1999-09-01,"Regular","Regular","Regular",1946,0,1826,0
"251",95,"PAN","Mireya Moscoso",1999,2004,1999-09-01,2004-09-01,"Regular","Regular","Regular",1946,0,1827,0
"252",95,"PAN","Martin Torrijos",2004,2009,2004-09-01,2009-07-01,"Regular","Regular","Regular",1963,0,1764,0
"253",95,"PAN","Martinelli",2009,2014,2009-07-01,2014-07-01,"Regular","Regular","Regular",1952,0,1826,0
"254",95,"PAN","Varela Rodriguez",2014,2015,2014-07-01,2015-12-31,"Regular","Still in Office","Still in Office",1963,0,548,0
"255",100,"COL","Lleras Camargo",1945,1946,1945-08-07,1946-08-07,"Regular","Regular","Regular",1906,0,365,NA
"256",100,"COL","Ospina Perez",1946,1950,1946-08-07,1950-08-07,"Regular","Regular","Regular",1891,0,1461,0
"257",100,"COL","Laureanco Gomez",1950,1951,1950-08-07,1951-11-05,"Regular","Regular","Regular",1889,0,455,0
"258",100,"COL","Roberto Urdaneta Arbelaez",1951,1953,1951-11-05,1953-06-13,"Regular","Regular","Regular",1890,0,586,0
"259",100,"COL","Laureanco Gomez",1953,1953,1953-06-13,1953-06-13,"Regular","Irregular","Removed by Military, without Foreign Support",1889,1,0,0
"260",100,"COL","Rojas Pinillia",1953,1957,1953-06-13,1957-05-10,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup",1900,0,1427,1
"261",100,"COL","Paris",1957,1958,1957-05-10,1958-08-07,"Irregular","Regular","Regular",1910,0,454,0
"262",100,"COL","Lleras Camargo",1958,1962,1958-08-07,1962-08-07,"Regular","Regular","Regular",1906,0,1461,0
"263",100,"COL","Guillermo-Leon",1962,1966,1962-08-07,1966-08-07,"Regular","Regular","Regular",1909,0,1461,0
"264",100,"COL","Lleras Restropo",1966,1970,1966-08-07,1970-08-07,"Regular","Regular","Regular",1908,0,1461,0
"265",100,"COL","Pastrana Borrero",1970,1974,1970-08-07,1974-08-07,"Regular","Regular","Regular",1923,0,1461,0
"266",100,"COL","Lopez Michelsen",1974,1978,1974-08-07,1978-08-07,"Regular","Regular","Regular",1913,0,1461,0
"267",100,"COL","Turbay",1978,1982,1978-08-07,1982-08-07,"Regular","Regular","Regular",1916,0,1461,0
"268",100,"COL","Betancur",1982,1986,1982-08-07,1986-08-07,"Regular","Regular","Regular",1923,0,1461,0
"269",100,"COL","Vargas",1986,1990,1986-08-07,1990-08-07,"Regular","Regular","Regular",1921,0,1461,0
"270",100,"COL","César Gaviria Trujillo",1990,1994,1990-08-07,1994-08-07,"Regular","Regular","Regular",1947,0,1461,0
"271",100,"COL","Pizano",1994,1998,1994-08-07,1998-08-07,"Regular","Regular","Regular",1950,0,1461,0
"272",100,"COL","Arango",1998,2002,1998-08-07,2002-08-07,"Regular","Regular","Regular",1954,0,1461,0
"273",100,"COL","Alvaro Uribe Velez",2002,2010,2002-08-08,2010-08-07,"Regular","Regular","Regular",1952,0,2921,0
"274",100,"COL","Santos Calderon",2010,2015,2010-08-07,2015-12-31,"Regular","Still in Office","Still in Office",1951,0,1972,0
"275",101,"VEN","Betancourt",1945,1948,1945-10-18,1948-02-15,"Irregular","Regular","Regular",1908,0,850,NA
"276",101,"VEN","Gallegos",1948,1948,1948-02-15,1948-11-24,"Regular","Irregular","Removed by Military, without Foreign Support",1884,1,283,0
"277",101,"VEN","Delgado Chalbaud",1948,1950,1948-11-24,1950-11-13,"Irregular","Irregular","Removed by Rebels, without Foreign Support",1909,0,719,1
"278",101,"VEN","Perez Jimenez",1950,1958,1950-11-13,1958-01-23,"Regular","Irregular","Popular Protest, without Foreign Support",1914,0,2628,0
"279",101,"VEN","Larrazabal",1958,1958,1958-01-23,1958-11-14,"Irregular","Regular","Regular",1911,0,295,0
"280",101,"VEN","Sanabria",1958,1959,1958-11-14,1959-02-13,"Regular","Regular","Regular",1911,0,91,0
"281",101,"VEN","Betancourt",1959,1964,1959-02-13,1964-03-11,"Regular","Regular","Regular",1908,0,1853,0
"282",101,"VEN","Leoni",1964,1969,1964-03-11,1969-03-11,"Regular","Regular","Regular",1905,0,1826,0
"283",101,"VEN","Caldera Rodriguez",1969,1974,1969-03-11,1974-03-12,"Regular","Regular","Regular",1916,0,1827,0
"284",101,"VEN","Andres Perez",1974,1979,1974-03-12,1979-03-12,"Regular","Regular","Regular",1922,0,1826,0
"285",101,"VEN","Campins",1979,1984,1979-03-12,1984-02-02,"Regular","Regular","Regular",1925,0,1788,0
"286",101,"VEN","Lusinchi",1984,1989,1984-02-02,1989-02-02,"Regular","Regular","Regular",1924,0,1827,0
"287",101,"VEN","Andres Perez",1989,1993,1989-02-02,1993-08-31,"Regular","Regular","Regular",1922,0,1671,0
"288",101,"VEN","Velasquez",1993,1994,1993-08-31,1994-02-02,"Regular","Regular","Regular",1916,0,155,0
"289",101,"VEN","Caldera Rodriguez",1994,1999,1994-02-02,1999-02-02,"Regular","Regular","Regular",1916,0,1826,0
"290",101,"VEN","Hugo Chavez",1999,2012,1999-02-02,2012-03-05,"Regular","Natural Death","Regular",1954,0,4780,0
"291",101,"VEN","Maduro",2012,2015,2012-03-05,2015-12-31,"Regular","Still in Office","Still in Office",1962,0,1396,0
"292",110,"GUY","Burnham",1966,1985,1966-05-26,1985-08-06,"Regular","Natural Death","Regular",1923,0,7012,NA
"293",110,"GUY","Hoyte",1985,1992,1985-08-06,1992-10-09,"Regular","Regular","Regular",1929,0,2621,0
"294",110,"GUY","Jagan Cheddi",1992,1997,1992-10-09,1997-03-06,"Regular","Natural Death","Regular",1918,0,1609,0
"295",110,"GUY","Samuel Hinds",1997,1997,1997-03-06,1997-12-19,"Regular","Regular","Regular",1943,0,288,0
"296",110,"GUY","Janet Jagan",1997,1999,1997-12-19,1999-08-11,"Regular","Retired Due to Ill Health","Regular",1920,0,600,0
"297",110,"GUY","Bharrat Jagdeo",1999,2011,1999-08-11,2011-12-03,"Regular","Regular","Regular",1964,0,4497,0
"298",110,"GUY","Ramotar",2011,2015,2011-12-03,2015-05-16,"Regular","Regular","Regular",1950,0,1260,0
"299",110,"GUY","David Granger",2015,2015,2015-05-16,2015-12-31,"Regular","Still in Office","Still in Office",1945,0,229,0
"300",115,"SUR","Ferrier",1975,1980,1975-11-25,1980-08-13,"Regular","Irregular","Removed by Military, without Foreign Support",1910,1,1723,NA
"301",115,"SUR","Bouterse",1980,1988,1980-08-13,1988-01-25,"Irregular","Regular","Regular",1946,0,2721,1
"302",115,"SUR","Shankar",1988,1990,1988-01-25,1990-12-24,"Regular","Irregular","Removed by Military, without Foreign Support",1937,1,1064,0
"303",115,"SUR","Graanoogst",1990,1990,1990-12-24,1990-12-29,"Irregular","Regular","Regular",1937,0,5,1
"304",115,"SUR","Kraag",1990,1991,1990-12-29,1991-09-16,"Regular","Regular","Regular",1913,0,261,0
"305",115,"SUR","Venetiaan",1991,1996,1991-09-16,1996-09-15,"Regular","Regular","Regular",1936,0,1826,0
"306",115,"SUR","Wijdenbosch",1996,2000,1996-09-15,2000-08-12,"Regular","Regular","Regular",1941,0,1427,0
"307",115,"SUR","Venetiaan",2000,2010,2000-08-12,2010-08-12,"Regular","Regular","Regular",1936,0,3652,0
"308",115,"SUR","Bouterse",2010,2015,2010-08-12,2015-12-31,"Regular","Still in Office","Still in Office",1945,0,1967,0
"309",130,"ECU","Velasco Ibarra",1944,1947,1944-05-31,1947-08-23,"Irregular","Irregular","Removed by Military, without Foreign Support",1893,1,1179,NA
"310",130,"ECU","Mancheno",1947,1947,1947-08-24,1947-09-03,"Irregular","Irregular","Removed by Military, without Foreign Support",1902,1,10,1
"311",130,"ECU","Suarez",1947,1947,1947-09-03,1947-09-17,"Irregular","Regular","Regular",1897,0,14,1
"312",130,"ECU","Arosemana Tola",1947,1948,1947-09-17,1948-08-21,"Regular","Regular","Regular",1894,0,339,0
"313",130,"ECU","Plaza Lasso",1948,1952,1948-09-01,1952-09-01,"Regular","Regular","Regular",1906,0,1461,0
"314",130,"ECU","Velasco Ibarra",1952,1956,1952-09-01,1956-09-01,"Regular","Regular","Regular",1893,0,1461,0
"315",130,"ECU","Ponce Enriquez",1956,1960,1956-09-01,1960-09-01,"Regular","Regular","Regular",1912,0,1461,0
"316",130,"ECU","Velasco Ibarra",1960,1961,1960-09-01,1961-11-07,"Regular","Irregular","Removed by Military, without Foreign Support",1893,1,432,0
"317",130,"ECU","Arosemena Monroy",1961,1963,1961-11-07,1963-07-11,"Irregular","Irregular","Removed by Military, without Foreign Support",1919,1,611,1
"318",130,"ECU","Castro",1963,1966,1963-07-11,1966-03-29,"Irregular","Irregular","Popular Protest, without Foreign Support",1915,0,992,1
"319",130,"ECU","Yerovi Indaburu",1966,1966,1966-03-29,1966-11-16,"Irregular","Regular","Regular",1904,0,232,0
"320",130,"ECU","Arosemena Gomez",1966,1968,1966-11-16,1968-09-01,"Regular","Regular","Regular",1925,0,655,0
"321",130,"ECU","Velasco Ibarra",1968,1972,1968-09-01,1972-02-15,"Regular","Irregular","Removed by Military, without Foreign Support",1893,1,1262,0
"322",130,"ECU","Rodriguez Lara",1972,1976,1972-02-15,1976-01-11,"Irregular","Irregular","Removed by Military, without Foreign Support",1923,1,1426,1
"323",130,"ECU","Poveda Burbano",1976,1979,1976-01-11,1979-08-10,"Irregular","Regular","Regular",1926,0,1307,1
"324",130,"ECU","Roldos Aquilers",1979,1981,1979-08-10,1981-05-24,"Regular","Natural Death","Regular",1940,0,653,0
"325",130,"ECU","Hurtado Larrea",1981,1984,1981-05-24,1984-08-10,"Regular","Regular","Regular",1940,0,1174,0
"326",130,"ECU","Febres Cordaro",1984,1988,1984-08-10,1988-08-10,"Regular","Regular","Regular",1931,0,1461,0
"327",130,"ECU","Borja Cevallos",1988,1992,1988-08-10,1992-08-10,"Regular","Regular","Regular",1935,0,1461,0
"328",130,"ECU","Duran Ballen",1992,1996,1992-08-10,1996-08-10,"Regular","Regular","Regular",1921,0,1461,0
"329",130,"ECU","Bucaram Ortiz",1996,1997,1996-08-10,1997-02-06,"Regular","Regular","Regular",1952,0,180,0
"330",130,"ECU","Alarcon Fabian",1997,1997,1997-02-06,1997-02-09,"Regular","Regular","Regular",1947,0,3,0
"331",130,"ECU","Rosalia Arteaga Serrano",1997,1997,1997-02-09,1997-02-11,"Regular","Regular","Regular",1956,0,2,0
"332",130,"ECU","Alarcon Fabian",1997,1998,1997-02-11,1998-08-10,"Regular","Regular","Regular",1947,0,545,0
"333",130,"ECU","Mahuad",1998,2000,1998-08-10,2000-01-21,"Regular","Irregular","Popular Protest, without Foreign Support",1949,0,529,0
"334",130,"ECU","Gustavo Noboa",2000,2003,2000-01-22,2003-01-15,"Irregular","Regular","Regular",1937,0,1089,0
"335",130,"ECU","Lucio Gutierrez",2003,2005,2003-01-15,2005-04-20,"Regular","Regular","Regular",1957,0,826,0
"336",130,"ECU","Alfredo Palacio",2005,2007,2005-04-20,2007-01-15,"Regular","Regular","Regular",1939,0,635,0
"337",130,"ECU","Rafael Correa",2007,2017,2007-01-15,2017-05-24,"Regular","Regular","Still in Office",1963,0,3782,0
"338",135,"PER","Bustamante",1945,1948,1945-07-28,1948-10-28,"Regular","Irregular","Removed by Military, without Foreign Support",1894,1,1188,NA
"339",135,"PER","Odria",1948,1950,1948-10-29,1950-06-01,"Irregular","Regular","Regular",1897,0,580,1
"340",135,"PER","Noriega",1950,1950,1950-06-01,1950-07-28,"Regular","Regular","Regular",1900,0,57,0
"341",135,"PER","Odria",1950,1956,1950-07-28,1956-07-28,"Regular","Regular","Regular",1897,0,2192,0
"342",135,"PER","Ugarteche",1956,1962,1956-07-28,1962-07-19,"Regular","Irregular","Removed by Military, without Foreign Support",1889,1,2182,0
"343",135,"PER","Perez Godoy",1962,1963,1962-07-19,1963-03-03,"Irregular","Irregular","Removed in Military Power Struggle Short of Coup",1905,0,227,1
"344",135,"PER","Lindley Lopez",1963,1963,1963-03-03,1963-07-28,"Irregular","Regular","Regular",1908,0,147,0
"345",135,"PER","Belaunde",1963,1968,1963-07-28,1968-10-03,"Regular","Irregular","Removed by Military, without Foreign Support",1913,1,1894,0
"346",135,"PER","Velasco Alvarado",1968,1975,1968-10-03,1975-08-29,"Irregular","Irregular","Removed by Military, without Foreign Support",1910,1,2521,1
"347",135,"PER","Morales Bermudez",1975,1980,1975-08-30,1980-07-28,"Irregular","Regular","Regular",1921,0,1794,1
"348",135,"PER","Belaunde",1980,1985,1980-07-28,1985-07-28,"Regular","Regular","Regular",1913,0,1826,0
"349",135,"PER","Garcia Perez",1985,1990,1985-07-28,1990-07-28,"Regular","Regular","Regular",1949,0,1826,0
"350",135,"PER","Fujimori",1990,2000,1990-07-28,2000-11-22,"Regular","Regular","Regular",1938,0,3770,0
"351",135,"PER","Valentin Paniagua",2000,2001,2000-11-23,2001-07-28,"Regular","Regular","Regular",1936,0,247,0
"352",135,"PER","Alejandro Toledo",2001,2006,2001-07-28,2006-07-28,"Regular","Regular","Regular",1946,0,1826,0
"353",135,"PER","Garcia Perez",2006,2011,2006-07-28,2011-07-28,"Regular","Regular","Regular",1949,0,1826,0
"354",135,"PER","Ollanta Humala",2011,2015,2011-07-28,2015-12-31,"Regular","Still in Office","Still in Office",1962,0,1617,0
"355",140,"BRA","Linhares",1945,1946,1945-10-30,1946-01-31,"Regular","Regular","Regular",1886,0,93,NA
"356",140,"BRA","Dutra",1946,1951,1946-01-31,1951-01-31,"Regular","Regular","Regular",1885,0,1826,0
"357",140,"BRA","Vargas",1951,1954,1951-02-10,1954-08-24,"Regular","Irregular","Removed by Military, without Foreign Support",1883,1,1291,0
"358",140,"BRA","Cafe Filho",1954,1955,1954-08-24,1955-11-08,"Regular","Retired Due to Ill Health","Regular",1899,0,441,1
"359",140,"BRA","Coimbra da Luz",1955,1955,1955-11-08,1955-11-11,"Regular","Irregular","Removed by Military, without Foreign Support",1894,1,3,0
"360",140,"BRA","Oliveria Ramos",1955,1956,1955-11-11,1956-01-31,"Regular","Regular","Regular",1889,0,81,1
"361",140,"BRA","Kubitschek",1956,1961,1956-01-31,1961-01-31,"Regular","Regular","Regular",1902,0,1827,0
"362",140,"BRA","Quadros",1961,1961,1961-01-31,1961-08-25,"Regular","Regular","Regular",1917,0,206,0
"363",140,"BRA","Ranieri Mazzilli",1961,1961,1961-08-25,1961-09-07,"Regular","Regular","Regular",1910,0,13,0
"364",140,"BRA","Goulart",1961,1964,1961-09-07,1964-04-02,"Regular","Irregular","Removed by Military, without Foreign Support",1918,1,938,0
"365",140,"BRA","Ranieri Mazzilli",1964,1964,1964-04-02,1964-04-15,"Regular","Regular","Regular",1910,0,13,1
"366",140,"BRA","Castello Branco",1964,1967,1964-04-15,1967-03-15,"Irregular","Regular","Regular",1900,0,1064,0
"367",140,"BRA","Costa de Silva",1967,1969,1967-03-15,1969-09-01,"Regular","Retired Due to Ill Health","Regular",1902,0,901,0
"368",140,"BRA","Military Junta",1969,1969,1969-09-01,1969-10-25,"Irregular","Regular","Regular",-999,0,54,0
"369",140,"BRA","Medici",1969,1974,1969-10-25,1974-03-15,"Irregular","Regular","Regular",1905,0,1602,0
"370",140,"BRA","Geisel",1974,1979,1974-03-15,1979-03-15,"Regular","Regular","Regular",1907,0,1826,0
"371",140,"BRA","Figueiredo",1979,1985,1979-03-15,1985-03-21,"Regular","Regular","Regular",1918,0,2198,0
"372",140,"BRA","Sarnay",1985,1990,1985-03-21,1990-03-15,"Regular","Regular","Regular",1930,0,1820,0
"373",140,"BRA","Mello",1990,1992,1990-03-15,1992-10-02,"Regular","Regular","Regular",1949,0,932,0
"374",140,"BRA","Franco, Itamar",1992,1994,1992-10-02,1994-12-31,"Regular","Regular","Regular",1930,0,820,0
"375",140,"BRA","Cardoso",1995,2003,1995-01-01,2003-01-01,"Regular","Regular","Regular",1931,0,2922,0
"376",140,"BRA","Lula da Silva",2003,2011,2003-01-01,2011-01-01,"Regular","Regular","Regular",1945,0,2922,0
"377",140,"BRA","Rousseff",2011,2015,2011-01-01,2015-12-31,"Regular","Still in Office","Still in Office",1947,0,1825,0
"378",145,"BOL","Villarroel",1943,1946,1943-12-20,1946-07-21,"Irregular","Irregular","Popular Protest, without Foreign Support",1908,0,944,NA
"379",145,"BOL","Guillen",1946,1946,1946-07-21,1946-08-16,"Irregular","Regular","Regular",1890,0,26,0
"380",145,"BOL","Gutierrez",1946,1947,1946-08-16,1947-03-10,"Regular","Regular","Regular",1884,0,206,0
"381",145,"BOL","Herzog",1947,1949,1947-03-11,1949-05-07,"Regular","Retired Due to Ill Health","Regular",1896,0,788,0
"382",145,"BOL","Urriolagoitia",1949,1951,1949-05-07,1951-05-16,"Regular","Irregular","Removed by Military, without Foreign Support",1894,1,739,0
"383",145,"BOL","Ballivian Rojas",1951,1952,1951-05-16,1952-04-11,"Irregular","Irregular","Removed by Rebels, without Foreign Support",1902,0,331,1
"384",145,"BOL","Siles Zuazo",1952,1952,1952-04-11,1952-04-16,"Irregular","Regular","Regular",1914,0,5,0
"385",145,"BOL","Paz Estenssoro",1952,1956,1952-04-17,1956-06-17,"Regular","Regular","Regular",1907,0,1522,0
"386",145,"BOL","Siles Zuazo",1956,1960,1956-06-17,1960-08-06,"Regular","Regular","Regular",1914,0,1511,0
"387",145,"BOL","Paz Estenssoro",1960,1964,1960-08-06,1964-11-04,"Regular","Irregular","Removed by Military, without Foreign Support",1907,1,1551,0
"388",145,"BOL","Barrientos Ortuna",1964,1966,1964-11-06,1966-01-05,"Irregular","Regular","Regular",1919,0,425,1
"389",145,"BOL","Ovando Candia",1966,1966,1966-01-05,1966-08-06,"Regular","Regular","Regular",1918,0,213,0
"390",145,"BOL","Barrientos Ortuna",1966,1969,1966-08-06,1969-04-27,"Regular","Natural Death","Regular",1919,0,995,0
"391",145,"BOL","Siles Salinas",1969,1969,1969-04-27,1969-09-26,"Regular","Irregular","Removed by Military, without Foreign Support",1925,1,152,0
"392",145,"BOL","Ovando Candia",1969,1970,1969-09-26,1970-10-06,"Irregular","Irregular","Removed by Military, without Foreign Support",1918,1,375,1
